reviewId,content,score
8f079777-3687-4477-ad99-4e612cc0f911,I like wattsapp,5
521a0098-2659-4207-bf1a-18bd75bd1fbb,Very good app I am using since 5 years It's very good than other social medias..I really like it very much.nothing is bad in this app every thing is fine!,5
cf243267-a4ce-485c-8bcc-ab822901cacd,Dsd,5
22c458c0-56de-4b8c-b219-445da4db49b7,Cheting ke liye sabse best app WhatsApp hai,5
a9dc3480-0ce2-4265-8fc6-df1a43ee5d81,Ok,4
4d220a1d-376d-4df1-9d0c-49c58b37cf54,It is not download,1
be826a5f-eb8f-4685-b68a-0f22fb143789,Osm,5
b40f411c-1ece-4c1f-b079-fbd2d876e7df,Its very useful and easy to handle.,5
7ceb7dc5-8a62-4a3e-beb9-e3be6938df8c,Good,5
21018f5a-0faf-4d85-be35-8a5f7d777df5,It's really good,1
061b3819-e945-466a-be93-4be51426bfb8,Gurneet la,1
018e845c-d514-47b7-8349-3e12e194928c,One love,3
7ce77cac-64e2-4259-9806-7c1796edb9a3,Exalant,3
4b9252c0-7ef4-494c-828d-7c85c2e24cc3,Good expreyans whats up ap,5
78780bef-2b01-418b-8a90-084662180a10,Best,1
f18cdd75-8e34-491b-bc63-7135ab04283f,Marvelous,4
16c95cdb-9572-4202-9b6b-0842f00184c6,Nsidibe You,2
da9461d6-6fcc-4d91-ace9-5e84a0068859,Good,5
064435bb-b63a-4a5b-af82-4dbc51a8976f,Very bad,1
09c71128-74b1-4511-b7cb-e1c6691cd664,"Daria,ble",5
b962eade-8f39-4750-a3ad-fb9d616073ee,Mak kau hijau,1
8325125a-75fe-4af4-b50c-f1f6f555895d,I couldn't get or send any message through what's app. Even though I update it's still not receiving any message or send.,1
04d1e9bf-3288-469a-bfef-0da2fc3f0f6b,Its good app,4
42fcfc72-b5ee-41e3-a093-942d620e2959,It's good to me,1
93b079b3-a084-4f13-bc2a-18d00bf711a4,NICE APPLICATION 👍.,4
80015d0e-c54b-4164-b1b8-8b4c7d016bc8,WhatsApp Ratethisapp,5
